ILF2	RPL22
RBBP4	RPL22
TOMM7	RPL22
BUD31	RPL22
ATP5F1	RPL22
STAU1	RPL22
TFG	RPL22
PPA2	RPL22
ATP5H	RPL22
RBX1	RPL22
BUB3	RPL22
DDA1	RPL22
MRPS33	RPL22
RP11-411B6.6	RPL22
ATF1	RPL22
DERL1	RPL22
CHCHD2	RPL22
AC024592.12	RPL22
SRSF1	RPL22
NUDT16L1	RPL22
KARS	RPL22
YWHAQ	RPL22
LOC427708	RPL22
NDUFB5	RPL22
RAN	RPL22
EIF4A2	RPL22
KDELR2	RPL22
POLR2F	RPL22
UBC	RPL22
CDC42	RPL22
RP11-426L16.10	RPL22
ATP5G3	RPL22
PSMC2	RPL22
TCP1	RPL22
PSMC6	RPL22
EIF4H	RPL22
MRPL14	RPL22
PSMA3	RPL22
MLF2	RPL22
COPE	RPL22
RPL7L1	RPL22
ARF1	RPL22
ARGLU1	MATR3
CTR9	MATR3
RSRC2	MATR3
TRA2A	MATR3
SEPT7	MATR3
ZNF326	MATR3
SMC3	MATR3
DDX3X	MATR3
NAP1L1	MATR3
RAD21	MATR3
MTFR2	MATR3
UBA2	MATR3
EPRS	MATR3
ATRX	MATR3
DHX15	MATR3
HNRNPR	MATR3
TCF12	MATR3
PCNP	MATR3
ZNF644	MATR3
PRPF4B	MATR3
HDAC2	MATR3
DDX5	MATR3
EIF4A2	MATR3
SRSF1	MATR3
API5	MATR3
NCL	MATR3
HNRNPH1	MATR3
KIDINS220	MATR3
U2AF1	MATR3
PPP4R2	MATR3
SUMO2	MATR3
KPNA3	MATR3
PAPOLA	MATR3
PPP1CB	MATR3
EIF4G2	MATR3
THOC2	MATR3
WTAP	MATR3
TMX3	MATR3
DDX1	MATR3
EEF1A1	MATR3
ARMC1	MATR3
SF3B1	MATR3
SRSF5A	MATR3
CBX3	MATR3
YWHAZ	MATR3
MTPN	MATR3
SRSF6	MATR3
HSP90AA1	MATR3
H3F3B	MATR3
RAB14	MATR3
HNRNPU	MATR3
SBNO1	MATR3
ABCE1	MATR3
RPS3A	MATR3
PDCD6IP	MATR3
TCP1	MATR3
RPS24	MATR3
RPS7	MATR3
YWHAQ	MATR3
RTN4	MATR3
BTF3L4	MATR3
GABPA	MATR3
EIF2S1	MATR3
VAPA	MATR3
RPL5	MATR3
CTNNB1	MATR3
RPL38	MATR3
EIF1AY	MATR3
RPL6	MATR3
STAU1	MATR3
DNAJA2	MATR3
ARF1	MATR3
ZNF207	MATR3
RPL19	MATR3
EIF4H	MATR3
ENO1	MATR3
COPB1	MATR3
RPS25	MATR3
CCT5	MATR3
TPT1	MATR3
SELT	MATR3
RAB1A	MATR3
RPS23	MATR3
SERBP1	MATR3
RPL27	MATR3
RPS10	MATR3
RPL39	MATR3
RPL24	MATR3
RPS8	MATR3
RPL11	MATR3
BZW1	MATR3
RPL18A	MATR3
S100A10	S100A6
MTPN	MAPK1
RAB14	MAPK1
RPS3A	RPL6
RPS8	RPL6
RPS11	RPL6
RPL18A	RPL6
TPT1	RPL6
EEF1A1	RPL6
RPS25	RPL6
RPL24	RPL6
RPL39	RPL6
RPS7	RPL6
RPL23A	RPL6
RPL19	RPL6
NAP1L1	RPL6
RPS2	RPL6
ITGB1BP3	RPL6
RPS10	RPL6
RPL5	RPL6
EEF2	RPL6
RPL4	RPL6
RPSA	RPL6
RPL27	RPL6
RPS20	RPL6
ENO1	RPL6
RPL7	RPL6
RPS24	RPL6
NME2	RPL6
RPS27A	RPL6
RPL27A	RPL6
RPS3	RPL6
RPL38	RPL6
NPM1	RPL6
SUMO2	RPL6
RPL11	RPL6
RPS14	RPL6
EEF1D	RPL6
RPS16	RPL6
RPL35	RPL6
RPS23	RPL6
RPL12	RPL6
RPS6	RPL6
EIF4A2	RPL6
SLC25A3	RPL6
BZW1	RPL6
YWHAQ	RPL6
RPL21	RPL6
H3F3B	RPL6
MYL12A	RPL6
RPL36	RPL6
RPS4X	RPL6
RPL8	RPL6
SERBP1	RPL6
RPL37A	RPL6
RPL15	RPL6
RPL37	RPL6
EEF1B2	RPL6
RP11-849F2.7	RPL6
NCL	RPL6
PABPC1	RPL6
RPL32	RPL6
BZW2	RPL6
RPS12	RPL6
RPL7A	RPL6
HNRNPH1	RPL6
RPS15A	RPL6
ARF1	RPL6
ITM2A	RPL6
CDC42	RPL6
UBC	RPL6
RPL14	RPL6
UBA52	RPL6
EIF3E	RPL6
RP11-426L16.10	RPL6
TMED2	RPL6
FTH1	RPL6
TXN	RPL6
CIRBP	RPL6
HSPE1	RPL6
RPLP0	RPL6
VAPA	RPL6
RPL10A	RPL6
EDF1	RPL6
ACTG1	RPL6
PNRC1	RPL6
OAZ1	RPL6
RPL22	RPL6
RPLP2	RPL6
AP000304.12	RPL6
FOXRED2	RPL6
RPL30	RPL6
TCF12	RPL6
RPS21	RPL6
SLC25A6	RPL6
SEPT2L	RPL6
RP11-411B6.6	RPL6
AL356585.2	RPL6
SPCS3	RPL6
KDELR2	RPL6
RPN1	RPL6
EIF3L	RPL6
RPLP1	RPL6
EIF3H	RPL6
PPP1CB	RPL6
GNB2L1	RPL6
EIF2S3L	RPL6
COX4I1	RPL6
LMAN1	RPL6
RPS15	RPL6
RPL13	RPL6
MLF2	RPL6
DDA1	RPL6
ANP32B	RPL6
SDCBP	RPL6
COPB1	RPL6
CHCHD2	RPL6
SEC61B	RPL6
RPS17	RPL6
MRPL13	RPL6
HSBP1	RPL6
HMGN2	RPL6
YBX1	RPL6
GAPDH	RPL6
RPL29	RPL6
MAPRE1	RPL6
ARHGDIA	RPL6
ACTB	RPL6
EIF3B	RPL6
CTNNB1	RPL6
SERF1A	RPL6
SSR1	RPL6
RPS29	RPL6
EIF4A3	RPL6
NONO	RPL6
DSTN	RPL6
NDUFA4	RPL6
SELT	RPL6
RBBP4	RPL6
UFD1L	RPL6
ITM2B	RPL6
EIF3I	RPL6
C5H11ORF58	RPL6
RAN	RPL6
SEC13	RPL6
ACVR1	RPL6
MINOS1	RPL6
EIF3M	RPL6
PRDX4	RPL6
DAD1	RPL6
MTPN	RPL6
PTP4A2	RPL6
XRN2	RPL6
RAB1A	RPL6
ATP5G3	RPL6
LOC427708	RPL6
RPL23	RPL6
ATP6V1G1	RPL6
ARGLU1	RPL6
SRP72	RPL6
PSMC2	RPL6
SUMO1	RPL6
TPI1	RPL6
PHB2	RPL6
EIF4H	RPL6
WTAP	RPL6
ILF2	RPL6
GDI2	RPL6
ATP5F1	RPL6
BUB3	RPL6
TMEM50A	RPL6
TCP1	RPL6
PRDX1	RPL6
TOMM22	RPL6
GPI	RPL6
RAC1	RPL6
MATR3	RPL6
AP3D1	RPL6
RAB7A	RPL6
YWHAZ	RPL6
PPA2	RPL6
PSMA1	RPL6
TSG101	RPL6
COX6A1	RPL6
PSMC6	RPL6
RBX1	RPL6
CAP1	RPL6
PSMB7	RPL6
STAU1	RPL6
GNB1	RPL6
KARS	RPL6
SEPT7	RPL6
COX6C	RPL6
ACTR2	RPL6
PTMS	RPL6
BTF3	RPL6
YIPF3	RPL6
SRSF7	RPL6
SRSF6	RPL6
CNBP	RPL6
BTF3L4	RPL6
DERL1	RPL6
TFG	RPL6
DDX3X	RPL6
ZNF207	RPL6
CTD-2410N18.5	RPL6
NSA2	RPL6
ATF1	RPL6
CFAP20	RPL6
COPE	RPL6
EIF4G2	RPL6
ARPC3	RPL6
AP002884.2	RPL6
SOD1	RPL6
ATP5C1	RPL6
MAGOH2	RPL6
PDCD6	RPL6
PPIB	RPL6
DDX5	RPL6
SRSF1	RPL6
PSMB1	RPL6
PSMA3	RPL6
VDAC2	RPL6
SAV1	RPL6
RPL35A	RPL6
SAR1A	RPL6
BUD31	RPL6
SUMO3	RPL6
EIF3G	RPL6
PRPF8	RPL6
CCNDBP1	RPL6
CYB5B	RPL6
GBAS	RPL6
NDUFB5	RPL6
YY1	RPL6
FAM32A	RPL6
MRPL14	RPL6
NAA50	RPL6
RNF13	RPL6
AC024592.12	RPL6
TMEM258	RPL6
CLTC	RPL6
CHCHD3	RPL6
RTN4	RPL6
EIF4EBP1	RPL6
RPL7L1	RPL6
TIMM17A	RPL6
UBE2K	RPL6
CCT6A	RPL6
EIF5	RPL6
DHX15	RPL6
PSMD7	RPL6
MMGT1	RPL6
PSMB4	RPL6
TSN	RPL6
SAP18	RPL6
ATP5H	RPL6
NUDT16L1	RPL6
H2AFZ	RPL6
PSMA7	RPL6
NDUFB10	RPL6
NDUFA12	RPL6
RAB14	RPL6
ATP5G1	RPL6
PPP4R2	RPL6
UCHL3	RPL6
CCT5	RPL6
UBE2D3	RPL6
PSMA6	RPL6
COPS4	RPL6
C5H14ORF166	RPL6
EIF1AY	RPL6
API5	RPL6
PPIH	RPL6
PSMB3	RPL6
DNAJC8	RPL6
EIF2S1	RPL6
CCT4	RPL6
EBNA1BP2	RPL6
APOBEC2	SMYD1
KLHL31	SMYD1
UNC45B	SMYD1
TRIM55	SMYD1
LDB3	SMYD1
POPDC2	SMYD1
TTN	SMYD1
XIRP1	SMYD1
MYL2	SMYD1
HSPB3	SMYD1
ACTN2	SMYD1
MYOZ2	SMYD1
MYH7B	SMYD1
NRAP	SMYD1
ADPRHL1	SMYD1
KBTBD10	SMYD1
ALPK2	SMYD1
UBE2D3	SMYD1
TNNI1	SMYD1
MYOM2	SMYD1
CAV3	SMYD1
SYNPO2L	SMYD1
DHRS7C	SMYD1
LOC428186	SMYD1
CASQ2	SMYD1
EIF4A2	EEF1A1
RPS3A	EEF1A1
ENO1	EEF1A1
RPL19	EEF1A1
BZW1	EEF1A1
ACTG1	EEF1A1
H3F3B	EEF1A1
RPN1	EEF1A1
SLC25A6	EEF1A1
TMED2	EEF1A1
SLC25A3	EEF1A1
ITM2A	EEF1A1
TXN	EEF1A1
RP11-426L16.10	EEF1A1
EEF2	EEF1A1
SDCBP	EEF1A1
RPS25	EEF1A1
RPL6	EEF1A1
RPS11	EEF1A1
SELT	EEF1A1
CDC42	EEF1A1
PRDX1	EEF1A1
RPL24	EEF1A1
UBC	EEF1A1
OAZ1	EEF1A1
ARF1	EEF1A1
RPL18A	EEF1A1
RPS6	EEF1A1
NAP1L1	EEF1A1
YWHAQ	EEF1A1
RPL38	EEF1A1
KDELR2	EEF1A1
RPS10	EEF1A1
RPS8	EEF1A1
MTPN	EEF1A1
XBP1	EEF1A1
FTH1	EEF1A1
TPT1	EEF1A1
ARHGDIA	EEF1A1
CD47	EEF1A1
